5.43211705,18.41590504,1.76026896,16.45575277,-0.28222535,-7.15942065,-4.02042468
2.22775749,2.41637989,2.70427127,0.2773659,-0.27243362,-1.06291512,-0.9780354
2.08938758,-0.50065047,0.98735991,-0.36789925,2.18927703,-2.60831436,-2.83521502
1.77541722,-0.09551135,-0.89448443,0.11033042,1.92196707,-1.3067372,-2.47453298
1.46921859,0.08698066,0.74678671,0.07924871,3.94914349,-1.34039676,-3.55704685
0.47810983,-0.15689843,0.03923913,-0.20475337,1.33797493,-0.56721753,-1.5306663
0.59685844,0.05451846,0.40005894,0.1647686,-1.19685818,-0.41598269,-1.03948162
0.03137611,0.40531765,0.66712648,0.48222381,-0.17924362,-1.27025677,0.26612735
2.06263386,-0.06576318,0.15139333,-0.0905351,-0.21251788,-0.97902422,-0.14952294
0.17346381,0.33365899,0.25855059,0.12037546,0.03812827,0.10747861,-2.08348419
0.93079275,0.49336804,1.12186891,0.79890095,-1.44867463,-0.1177277,-1.65984428
0.64623079,0.54259688,2.14024404,0.73835528,0.95229213,-0.39670907,-0.9399009
1.37058924,0.35056441,-0.12091999,0.06641474,1.16003172,-0.4032781,-1.10817279
0.84683416,0.40235721,1.0816081,0.80983251,-0.17275495,-0.93966679,-0.2234439
0.96674863,0.70666723,1.27842026,0.70548934,0.11821334,-1.25118858,1.14764651
0.23285725,0.64350736,0.9975985,0.46799038,0.81099843,-0.53502653,1.77553396
0.00308266,0.85594827,-0.40673501,0.91103627,-2.17482862,0.84708911,-3.32795929
0.23472459,1.00514943,-0.03532944,1.02365776,-2.06804971,1.24907197,-2.73409847
-0.08539069,0.92086853,-0.76598773,0.81299566,-0.24217088,2.18746922,-1.47488021
1.38080569,0.72253784,-0.4298542,0.76593393,-1.41030496,0.00180077,0.50523498
0.93506346,0.4985103,1.60003153,0.56572907,-1.05024117,-0.2541589,-0.72978278
-0.15212061,0.47595176,1.19967916,0.55006924,-0.4457711,1.21623664,1.89411477
-0.15426288,0.54125723,-0.08204898,0.6187669,0.22822208,0.11950632,-0.14982729
0.05391196,0.76316997,0.27028544,0.53320209,1.02220286,0.90721203,-0.56946999
0.51949354,0.4920825,-1.26946755,0.70954695,-0.64115062,1.83802756,-0.10622475
0.11330283,0.60659074,0.16951739,0.61298831,-1.32179299,0.80084173,-0.14358515
1.46223632,0.58692701,0.23952056,0.52412898,0.09666669,1.63514833,1.01441169
0.2481744,0.08581225,1.95035897,0.23693952,1.81431939,-0.12639607,-0.76672605
1.03813205,0.16696119,-0.4702762,0.19566335,0.9829991,0.42757981,0.93552922
-0.05684833,0.30945975,-0.14445687,0.3385867,-0.30353779,-0.23129881,0.37925277
-1.10317137,0.21802038,-0.98172821,0.1001726,-1.22018162,1.87843734,-1.77721824
-0.26172733,0.27311146,0.8747817,0.2574487,-1.24738927,2.53871334,-1.45108439
-0.80113749,0.43646154,0.37879372,0.60724931,-1.31179643,1.87407712,-0.45074723
0.00152002,0.83655285,0.15346144,0.87030984,-0.47308996,0.77840601,1.30759437
0.21214239,0.22593201,-1.89296346,0.26363328,-0.73455581,0.22329434,1.35536889
0.45927736,-0.2034937,-0.99808871,-0.1774659,0.19089221,1.39811899,-1.44802131
-0.04465386,-0.08024942,0.5624973,-0.07802754,0.33562816,0.65606855,-0.25634976
-0.08076017,0.31640959,0.6739313,0.21903316,-0.64900061,1.00515683,0.7586522
-0.09924013,-0.11588987,-1.10912313,-0.11615384,-0.77769825,0.46243128,0.62251866
-0.45311528,0.07600114,-1.57412874,0.02429046,0.00208073,0.89997891,-0.24219085
1.44743152,0.30804309,-1.05744368,0.51421104,-0.23675316,0.87672731,0.07605645
0.59808108,-0.4026606,-0.59232662,-0.4242699,-0.61499051,1.05481377,0.28133995
-0.29178255,-0.4570363,0.3940387,-0.58512797,2.07422043,-0.67730671,-0.76699518
-0.30191608,-0.47009366,1.52415725,-0.40722449,0.12566226,0.55588529,-0.54681033
0.11982696,-0.076082,0.42035839,0.24881161,-2.50938062,0.47945952,0.77870913
0.10695724,-0.13034056,-0.07052228,-0.33297364,-1.75529106,0.49977614,1.0472256
-0.11701314,-0.3000502,-1.00032346,-0.30661261,0.56859453,0.03206435,0.57357398
-1.42343359,-0.11446762,-1.84318695,-0.0425546,0.34388946,-0.73819331,0.64288704
-0.47200505,-0.15934485,0.17725021,-0.12357545,-0.50540537,-0.70505056,0.11480585
0.24648784,-0.2818798,1.95288756,-0.17184075,-1.20177223,1.41211668,-0.58856359
0.44233132,-0.02058437,-0.97155733,-0.22068164,0.62023696,0.02063781,1.16501767
0.4015871,-0.54814122,-0.30817384,-0.2397721,0.14977437,-0.38062607,-0.67514312
1.08797568,-0.30769156,-1.07074629,-0.20899504,0.43705337,0.31643902,0.5384615
-0.65046018,0.1234445,-1.33959065,-0.1788494,-0.57959835,0.27276035,-0.0394657
-1.13596262,-0.02771203,-2.98830413,-0.06167782,-0.35195909,0.44649677,0.32244443
0.52262006,-0.24761075,0.45359138,-0.2195562,0.04163313,0.54598425,-0.65762648
-1.4856309,-0.22089624,-1.96941778,-0.11522708,-0.18971322,-0.1403936,0.40550485
-0.20265019,-0.05589433,1.0584733,0.04865501,-0.20192892,-0.19834016,0.8040998
-0.59667519,-0.64561506,0.32718866,-0.68322731,0.12719002,-1.05690694,1.56048621
0.79853161,-0.37142685,1.34387856,-0.38316176,-1.32498274,-1.42977069,1.71304118
0.0638085,-0.21457762,-0.85058185,-0.14788476,1.95478856,-0.19961599,-0.64794236
0.0212739,-0.21295961,0.98185577,-0.19833567,0.05977159,-0.34149054,-0.0480035
-0.23361453,-0.19597588,1.45904826,-0.04341412,0.95049145,-0.23143867,0.54280014
-0.73559504,-0.52120969,-0.60973196,-0.46237244,-1.04942635,-0.46438367,0.44325247
0.04200671,-0.46840987,-1.08056697,-0.71655022,-0.44536971,-0.6795005,-0.57867872
-0.06492177,-0.24702612,-1.35540915,-0.14630074,-0.08944854,-0.6881303,-0.12469124
-0.35080973,-0.22151259,-0.42304799,-0.30736037,0.49981144,-0.47290839,1.14775247
-1.42641008,-0.22381459,-0.59339316,-0.13702552,-1.62950974,-0.00354854,0.87403622
-0.4345489,-0.10999533,1.10485664,-0.22982257,0.83639268,-0.77429251,0.4604238
-0.19754385,-0.28413211,-0.87080117,-0.20067569,-1.27988881,1.0138491,0.94429094
-0.43424196,-0.18325547,-0.24279817,-0.03883503,-0.60177257,-0.0503572,-0.24098324
-0.43091862,-0.39475582,0.23264761,-0.41181543,1.08351706,-0.34451235,0.17078048
-0.66657278,-0.54954139,0.70058808,-0.57299861,1.56295438,-1.01194534,1.39646398
0.13842066,-0.27810819,-1.27466826,-0.2919052,1.40852331,-0.994233,-0.54901203
-0.94837506,0.22691711,0.98261729,0.39999591,0.12671346,-0.37764148,-0.0969805
1.9007863,-0.63749981,0.14595199,-0.77168901,-0.6178092,-0.05679176,-0.06727377
0.2208184,-0.64429136,1.14404541,-0.58458139,1.27380431,-0.21679442,0.05067399
-0.05606752,-0.15579812,-0.06457663,0.02160405,1.10966335,-0.73409568,-1.03165809
-0.94310486,-0.32039498,0.54657801,-0.37510272,-1.44273819,0.18153676,0.90085433
0.27895665,-0.29395034,-0.01962919,-0.23787097,-0.15340652,-0.32948228,0.03459983
-0.2950934,-0.15852348,0.54786789,-0.29061402,1.8404919,-1.08600791,-0.75951078
-0.92479117,-0.17727495,1.5378089,0.08486731,0.25412762,-0.75931782,1.648039
