Sampling times,Time(us),A-phase current,B-phase current,C-phase current,Neutral current,A-phase voltege,B-phase voltege,C-phase voltege
410,99796,1143.016,1240.283,1035.306,1135.869,1939,2876,1849
411,100040,1132.896,1248.592,1036.955,1135.869,1926,2887,1899
412,100284,1125.587,1253.578,1039.153,1135.869,1914,2898,1955
413,100528,1117.716,1256.347,1044.098,1135.869,1899,2909,2007
414,100772,1110.407,1259.117,1050.143,1135.869,1885,2916,2060
415,101016,1103.66,1256.347,1058.936,1135.869,1875,2920,2117
416,101260,1100.287,1245.822,1072.124,1135.869,1864,2912,2170
417,101504,1098.038,1233.636,1087.511,1135.869,1853,2899,2230
418,101748,1095.789,1224.772,1099.601,1136.419,1845,2891,2293
419,101992,1090.729,1220.895,1106.744,1135.869,1835,2884,2346
420,102236,1085.106,1219.787,1113.888,1135.869,1827,2870,2400
421,102480,1080.609,1216.463,1121.582,1135.869,1821,2852,2446
422,102724,1078.36,1210.37,1129.275,1135.32,1817,2824,2488
423,102968,1069.926,1205.384,1140.815,1134.77,1817,2789,2532
424,103212,1058.682,1202.615,1155.652,1135.32,1820,2749,2564
425,103456,1046.875,1199.845,1169.39,1134.77,1824,2702,2594
426,103700,1036.755,1199.845,1179.282,1134.77,1830,2656,2622
427,103944,1029.446,1197.629,1189.173,1134.77,1834,2608,2646
428,104188,1025.51,1193.198,1197.966,1135.32,1841,2555,2671
429,104432,1026.072,1182.673,1206.208,1134.77,1851,2498,2688
430,104676,1031.694,1169.378,1212.803,1134.221,1861,2436,2704
431,104920,1041.815,1155.529,1218.298,1134.77,1873,2368,2721
432,105164,1049.124,1144.45,1221.595,1134.77,1884,2303,2736
433,105408,1053.621,1136.695,1225.991,1134.77,1897,2241,2748
434,105652,1056.995,1128.94,1230.388,1134.77,1910,2181,2754
435,105896,1062.055,1117.861,1235.333,1134.77,1922,2124,2753
436,106140,1064.866,1107.336,1244.126,1134.77,1935,2065,2741
437,106384,1067.115,1091.272,1256.765,1134.77,1952,2004,2728
438,106628,1068.239,1075.761,1271.052,1134.77,1969,1943,2710
439,106872,1069.926,1062.467,1283.692,1134.77,1988,1885,2686
440,107116,1068.802,1052.496,1294.682,1134.77,2006,1823,2660
441,107360,1069.926,1044.74,1300.727,1134.77,2026,1764,2629
442,107604,1075.548,1038.093,1302.925,1135.32,2045,1705,2600
443,107848,1086.231,1032,1298.529,1135.32,2068,1648,2563
444,108092,1100.287,1027.568,1289.187,1135.32,2088,1590,2524
445,108336,1114.342,1024.798,1277.647,1135.32,2109,1534,2482
446,108580,1126.149,1021.475,1268.854,1134.77,2130,1476,2442
447,108824,1136.269,1019.259,1262.26,1135.32,2150,1425,2399
448,109068,1146.952,1018.151,1252.369,1135.32,2169,1384,2354
449,109312,1163.257,1015.381,1239.18,1135.32,2189,1342,2307
450,109556,1174.501,1013.719,1229.289,1135.32,2208,1310,2261
451,109800,1182.372,1009.842,1224.892,1135.32,2224,1285,2209
452,110044,1189.119,1003.748,1223.793,1135.32,2238,1268,2156
453,110288,1199.239,997.101,1219.947,1134.77,2254,1257,2100
454,110532,1209.36,993.777,1212.253,1134.77,2265,1249,2042
455,110776,1219.48,993.223,1202.911,1134.77,2278,1245,1988
456,111020,1224.54,998.763,1193.02,1134.77,2292,1242,1930
457,111264,1226.789,1008.734,1181.48,1135.32,2303,1249,1873
458,111508,1228.475,1020.367,1166.643,1134.77,2312,1256,1816
459,111752,1232.411,1028.122,1153.454,1134.221,2321,1267,1757
460,111996,1237.471,1032.553,1143.563,1134.221,2330,1279,1701
461,112240,1243.093,1034.769,1135.32,1133.671,2336,1292,1648
462,112484,1247.591,1039.201,1128.176,1134.77,2343,1314,1600
463,112728,1249.278,1044.74,1119.383,1134.221,2346,1342,1556
464,112972,1257.149,1051.942,1106.195,1134.77,2347,1374,1513
465,113216,1268.394,1054.157,1091.907,1134.221,2345,1410,1480
466,113460,1281.325,1055.265,1078.169,1134.221,2342,1456,1449
467,113704,1291.445,1056.927,1067.179,1134.77,2337,1502,1420
468,113948,1297.068,1059.697,1057.837,1134.221,2331,1550,1399
469,114192,1301.003,1067.452,1047.945,1134.77,2325,1605,1374
470,114436,1298.192,1077.977,1040.252,1134.77,2316,1663,1357
471,114680,1290.883,1092.38,1033.657,1135.32,2304,1728,1340
472,114924,1280.201,1107.336,1028.712,1134.77,2290,1795,1325
473,115168,1272.329,1118.415,1024.865,1134.77,2280,1862,1313
474,115412,1267.832,1126.724,1021.018,1134.77,2271,1923,1296
475,115656,1264.458,1135.587,1017.172,1135.32,2258,1984,1294
476,115900,1259.398,1143.896,1011.127,1134.221,2242,2043,1298
477,116144,1258.274,1154.975,1003.983,1135.32,2229,2101,1306
478,116388,1253.776,1170.486,991.894,1134.77,2214,2161,1323
479,116632,1251.527,1186.55,978.705,1135.32,2194,2220,1337
480,116876,1251.527,1198.737,966.066,1134.77,2177,2280,1364
481,117120,1252.089,1207.6,956.724,1134.77,2160,2339,1390
482,117364,1248.716,1215.355,951.229,1134.77,2141,2401,1419
483,117608,1241.407,1222.557,948.481,1133.671,2120,2458,1452
484,117852,1230.162,1229.758,954.526,1134.221,2100,2515,1486
485,118096,1216.106,1233.082,964.967,1134.221,2079,2573,1528
486,118340,1202.051,1235.297,977.056,1134.221,2057,2632,1568
487,118584,1190.244,1238.067,985.299,1134.221,2034,2688,1612
488,118828,1178.999,1241.391,992.993,1134.221,2013,2740,1653
489,119072,1167.754,1245.268,1005.082,1135.32,1992,2780,1690
490,119316,1150.887,1243.607,1014.974,1132.572,1975,2823,1744
491,119560,1141.33,1245.268,1024.316,1133.122,1957,2853,1792
492,119804,1135.145,1250.254,1028.712,1134.221,1939,2878,1842
493,120048,1126.149,1256.347,1030.91,1134.221,1926,2895,1896
494,120292,1115.467,1261.887,1034.207,1133.671,1912,2904,1952
495,120536,1104.785,1266.318,1042.45,1134.221,1899,2913,2009
496,120780,1095.789,1265.21,1052.341,1134.221,1888,2918,2065
497,121024,1090.166,1260.225,1061.683,1133.671,1875,2920,2122
498,121268,1087.918,1250.808,1073.773,1133.671,1864,2914,2179
499,121512,1085.669,1239.729,1088.06,1134.221,1854,2903,2238
500,121756,1080.046,1232.528,1100.7,1134.221,1845,2893,2297
501,122000,1074.424,1228.096,1110.042,1133.671,1836,2883,2353
502,122244,1069.926,1225.326,1117.185,1133.671,1828,2867,2405
503,122488,1065.428,1222.557,1124.879,1133.671,1824,2845,2452
504,122732,1062.055,1216.463,1133.122,1133.671,1821,2817,2496
505,122976,1055.308,1209.262,1147.409,1133.671,1820,2786,2536
506,123220,1042.939,1205.384,1161.147,1132.572,1820,2750,2570
507,123464,1030.57,1205.384,1174.886,1133.122,1824,2708,2601
508,123708,1021.012,1203.722,1185.876,1133.122,1829,2659,2627
509,123952,1014.265,1199.845,1196.867,1133.122,1836,2609,2654
510,124196,1012.016,1190.982,1206.208,1132.572,1843,2555,2676
511,124440,1014.265,1179.349,1213.902,1132.023,1852,2496,2692
512,124684,1022.699,1164.946,1219.947,1132.023,1863,2429,2710
513,124928,1032.819,1151.098,1224.343,1132.572,1874,2364,2725
514,125172,1041.252,1139.465,1228.189,1132.572,1888,2298,2739
515,125416,1046.312,1132.264,1231.487,1133.122,1899,2234,2752
516,125660,1050.81,1122.847,1236.982,1133.122,1911,2176,2756
517,125904,1055.308,1112.876,1241.378,1132.572,1924,2117,2753
518,126148,1058.119,1101.243,1248.522,1132.023,1939,2056,2742
519,126392,1061.493,1085.732,1261.161,1132.572,1955,1996,2728
520,126636,1064.304,1070.222,1274.35,1132.572,1972,1936,2709
521,126880,1064.866,1058.035,1286.989,1132.572,1990,1876,2684
522,127124,1065.428,1049.172,1295.232,1132.572,2008,1816,2659
523,127368,1067.115,1040.309,1300.727,1132.023,2029,1758,2628
524,127612,1074.424,1033.661,1302.925,1133.122,2048,1699,2597
525,127856,1086.231,1027.014,1295.232,1132.572,2070,1643,2560
526,128100,1100.287,1023.69,1286.439,1133.122,2091,1585,2520
527,128344,1114.342,1020.367,1274.35,1132.572,2112,1527,2479
528,128588,1125.587,1017.043,1266.107,1132.572,2132,1470,2436
529,128832,1136.269,1015.381,1258.963,1133.122,2155,1419,2395
530,129076,1154.261,1013.719,1247.423,1134.77,2191,1385,2363
531,129320,1161.57,1010.95,1235.883,1132.572,2197,1340,2307
532,129564,1170.566,1008.734,1226.541,1131.473,2212,1309,2257
533,129808,1180.123,1005.964,1222.694,1132.572,2228,1284,2206
534,130052,1190.244,999.871,1222.694,1133.671,2243,1269,2152
535,130296,1199.802,993.223,1217.749,1133.122,2256,1261,2096
536,130540,1210.484,991.008,1208.956,1133.122,2269,1249,2039
537,130784,1219.48,991.008,1200.713,1133.122,2282,1246,1982
538,131028,1224.54,996.547,1190.272,1133.122,2296,1247,1927
539,131272,1226.789,1005.964,1177.633,1133.122,2306,1251,1869
540,131516,1229.038,1017.043,1163.895,1133.122,2315,1262,1810
541,131760,1234.66,1023.136,1151.256,1132.572,2323,1273,1753
542,132004,1240.282,1027.568,1141.364,1132.572,2334,1281,1696
543,132248,1245.905,1029.784,1133.671,1132.572,2339,1296,1644
544,132492,1249.278,1033.661,1126.527,1132.572,2344,1321,1600
545,132736,1252.651,1039.201,1117.735,1132.572,2348,1350,1552
546,132980,1259.96,1046.402,1103.447,1132.572,2349,1381,1513
547,133224,1271.767,1050.28,1088.61,1133.122,2348,1418,1477
548,133468,1284.699,1050.834,1075.421,1133.122,2344,1460,1448
549,133712,1293.694,1051.942,1063.881,1132.572,2339,1507,1420
550,133956,1299.317,1056.373,1053.99,1132.572,2334,1559,1396
551,134200,1302.69,1064.128,1044.648,1133.122,2326,1613,1378
552,134444,1298.754,1075.761,1036.405,1133.122,2317,1673,1357
553,134688,1290.321,1090.718,1030.91,1133.671,2306,1737,1344
554,134932,1279.076,1105.12,1025.964,1133.122,2293,1805,1324
555,135176,1272.329,1115.645,1022.667,1133.122,2281,1871,1312
556,135420,1267.832,1124.508,1019.37,1133.671,2269,1932,1302
557,135664,1262.209,1133.371,1014.424,1133.122,2259,1993,1296
558,135908,1258.836,1142.789,1010.028,1133.671,2245,2050,1299
559,136152,1256.025,1153.867,1001.235,1133.122,2229,2112,1311
560,136396,1252.089,1170.486,989.146,1133.671,2214,2173,1326
561,136640,1250.402,1185.996,976.507,1133.671,2196,2230,1345
562,136884,1249.84,1197.629,964.417,1133.671,2178,2290,1368
563,137128,1249.278,1205.938,956.174,1133.122,2160,2351,1396
564,137372,1246.467,1213.693,950.13,1133.122,2140,2411,1425
565,137616,1239.158,1221.449,949.58,1133.122,2119,2467,1456
566,137860,1226.789,1226.988,955.625,1132.572,2099,2525,1496
567,138104,1212.733,1229.758,966.066,1132.572,2078,2581,1533
568,138348,1198.677,1232.528,978.155,1132.572,2055,2641,1578
569,138592,1186.87,1235.851,985.299,1132.023,2035,2697,1621
570,138836,1175.063,1237.513,992.443,1131.473,2013,2747,1659
571,139080,1164.943,1239.729,1004.533,1132.572,1993,2790,1703
572,139324,1149.763,1243.053,1016.073,1132.572,1969,2827,1748
573,139568,1140.767,1244.16,1024.865,1132.572,1955,2858,1799
574,139812,1132.896,1248.038,1025.964,1132.023,1939,2881,1852
575,140056,1124.463,1255.793,1028.162,1132.572,1924,2895,1903
576,140300,1114.342,1260.779,1033.108,1132.023,1911,2905,1963
577,140544,1103.098,1264.102,1041.351,1132.572,1898,2913,2016
578,140788,1094.102,1263.549,1051.242,1132.572,1885,2919,2072
579,141032,1089.604,1257.455,1060.584,1132.023,1874,2918,2130
580,141276,1087.355,1247.484,1072.674,1132.023,1863,2911,2184
581,141520,1084.544,1237.513,1087.511,1132.572,1852,2902,2248
582,141764,1078.922,1230.866,1098.501,1132.572,1842,2891,2305
583,142008,1072.737,1226.988,1108.393,1132.023,1836,2879,2360
584,142252,1068.239,1224.772,1115.537,1132.572,1828,2864,2413
585,142496,1063.742,1220.895,1122.681,1132.023,1824,2840,2456
586,142740,1060.93,1215.355,1131.473,1132.023,1821,2812,2502
587,142984,1051.935,1208.708,1144.662,1131.473,1819,2781,2541
588,143228,1039.003,1205.938,1160.048,1131.473,1821,2743,2573
589,143472,1027.759,1204.83,1173.237,1131.473,1825,2700,2605
590,143716,1018.201,1203.169,1184.227,1131.473,1831,2654,2629
591,143960,1012.579,1198.737,1195.218,1131.473,1835,2601,2654
592,144204,1010.33,1190.428,1203.461,1130.923,1843,2548,2680
593,144448,1013.703,1178.241,1211.704,1130.923,1853,2487,2692
594,144692,1022.699,1164.392,1217.199,1130.923,1864,2419,2712
595,144936,1032.819,1150.544,1220.496,1130.923,1876,2354,2728
596,145180,1040.128,1140.019,1225.991,1131.473,1888,2288,2741
597,145424,1045.75,1131.71,1228.189,1131.473,1901,2223,2754
598,145668,1049.686,1122.293,1233.135,1131.473,1912,2167,2756
599,145912,1053.059,1112.322,1238.081,1130.923,1924,2110,2752
600,146156,1056.433,1101.243,1246.873,1130.923,1941,2048,2741
601,146400,1059.244,1085.178,1260.062,1130.923,1957,1988,2723
602,146644,1060.93,1069.668,1272.152,1130.374,1976,1928,2706
603,146888,1063.179,1058.589,1284.241,1131.473,1993,1866,2680
604,147132,1062.055,1049.726,1293.034,1130.923,2012,1808,2653
605,147376,1064.304,1041.971,1298.529,1130.923,2031,1749,2625
606,147620,1072.737,1034.215,1298.529,1131.473,2051,1689,2590
607,147864,1084.544,1029.23,1291.934,1131.473,2072,1635,2555
608,148108,1098.6,1025.352,1280.394,1130.923,2094,1578,2513
609,148352,1111.531,1022.029,1270.503,1130.923,2116,1520,2473
610,148596,1122.776,1019.259,1262.26,1130.923,2135,1463,2432
611,148840,1135.145,1017.597,1255.666,1132.572,2158,1414,2388
612,149084,1145.827,1015.381,1243.576,1130.923,2179,1373,2350
613,149328,1161.57,1012.058,1230.388,1130.923,2199,1336,2299
614,149572,1170.003,1012.058,1223.793,1131.473,2216,1304,2251
615,149816,1176.188,1007.072,1221.595,1130.923,2234,1283,2200
616,150060,1185.184,998.763,1221.046,1131.473,2247,1269,2145
617,150304,1195.304,994.331,1215.001,1130.923,2259,1259,2089
618,150548,1207.111,992.115,1206.758,1131.473,2274,1251,2033
619,150792,1216.106,992.115,1197.966,1131.473,2286,1245,1976
620,151036,1220.604,998.209,1187.525,1131.473,2298,1248,1922
621,151280,1221.729,1008.734,1175.985,1131.473,2309,1257,1862
622,151524,1224.54,1018.705,1161.147,1130.923,2320,1265,1805
623,151768,1230.724,1024.244,1149.058,1130.923,2328,1276,1745
624,152012,1235.784,1027.568,1140.265,1130.923,2338,1287,1692
625,152256,1241.969,1030.338,1132.023,1130.923,2344,1303,1643
626,152500,1245.342,1034.215,1124.879,1130.923,2349,1326,1593
627,152744,1248.153,1040.863,1115.537,1130.923,2352,1358,1552
628,152988,1257.149,1045.294,1101.249,1130.923,2351,1389,1509
629,153232,1269.518,1049.172,1086.961,1131.473,2351,1424,1478
630,153476,1281.325,1050.28,1073.773,1131.473,2348,1469,1448
631,153720,1290.321,1052.496,1062.782,1131.473,2340,1517,1421
632,153964,1297.068,1057.481,1052.891,1132.023,2336,1566,1397
633,154208,1298.192,1065.79,1043.549,1132.023,2329,1624,1376
634,154452,1294.256,1077.423,1035.856,1132.023,2319,1682,1357
635,154696,1284.699,1092.933,1030.36,1132.023,2305,1749,1343
636,154940,1274.578,1106.782,1025.964,1132.023,2294,1818,1327
637,155184,1267.832,1117.861,1022.667,1132.572,2283,1882,1312
638,155428,1262.771,1126.17,1018.271,1132.023,2272,1943,1302
639,155672,1257.149,1135.587,1013.875,1132.023,2259,2003,1298
640,155916,1253.776,1145.004,1008.929,1132.023,2245,2060,1304
641,156160,1251.527,1156.637,999.037,1132.023,2230,2121,1314
642,156404,1248.153,1172.148,986.948,1132.023,2213,2181,1331
643,156648,1246.467,1187.658,974.309,1132.572,2196,2240,1350
644,156892,1245.342,1198.737,962.219,1131.473,2178,2301,1376
645,157136,1244.78,1208.154,954.526,1132.023,2158,2362,1402
646,157380,1241.407,1215.355,949.031,1131.473,2138,2422,1431
647,157624,1233.535,1223.111,949.031,1131.473,2120,2479,1465
648,157868,1220.604,1228.096,956.174,1130.923,2098,2535,1502
649,158112,1206.548,1230.866,968.264,1131.473,2075,2591,1543
650,158356,1193.055,1234.189,978.155,1131.473,2055,2651,1584
651,158600,1181.81,1236.959,985.849,1130.923,2034,2705,1627
652,158844,1169.441,1238.067,992.443,1129.275,2007,2755,1667
653,159088,1158.196,1241.945,1007.28,1132.023,1988,2793,1703
654,159332,1141.33,1243.607,1017.172,1130.374,1969,2832,1757
655,159576,1135.707,1245.268,1023.766,1130.923,1952,2861,1806
656,159820,1128.398,1250.808,1025.964,1131.473,1937,2885,1857
657,160064,1119.403,1257.455,1027.613,1130.923,1923,2897,1912
658,160308,1107.596,1262.441,1033.657,1130.923,1910,2905,1968
659,160552,1095.789,1264.656,1042.45,1130.374,1897,2915,2025
660,160796,1089.042,1264.102,1051.792,1130.923,1883,2919,2080
661,161040,1085.669,1258.009,1061.134,1130.923,1872,2917,2136
662,161284,1083.42,1246.93,1074.322,1130.923,1861,2911,2193
663,161528,1078.922,1236.959,1087.511,1130.923,1849,2898,2251
664,161772,1072.737,1231.42,1099.601,1130.923,1839,2887,2311
665,162016,1068.239,1227.542,1108.393,1130.923,1832,2877,2366
666,162260,1062.055,1225.88,1115.537,1130.923,1825,2857,2414
667,162504,1058.119,1222.557,1123.23,1130.923,1819,2833,2461
668,162748,1054.746,1215.909,1133.122,1130.923,1818,2806,2502
669,162992,1045.75,1209.816,1146.86,1130.374,1816,2773,2542
670,163236,1032.819,1207.6,1161.147,1129.824,1818,2735,2576
671,163480,1021.574,1205.938,1174.336,1130.374,1821,2694,2604
672,163724,1013.141,1203.169,1185.327,1129.824,1828,2644,2630
673,163968,1006.956,1198.737,1195.218,1129.824,1832,2592,2653
674,164212,1006.394,1190.428,1205.109,1130.374,1840,2537,2676
675,164456,1009.767,1177.687,1211.704,1129.275,1851,2475,2693
676,164700,1019.888,1162.731,1217.199,1129.275,1862,2408,2710
677,164944,1030.008,1149.436,1220.496,1129.275,1875,2342,2726
678,165188,1037.317,1139.465,1224.343,1129.824,1885,2277,2739
679,165432,1041.815,1131.71,1228.189,1130.374,1897,2215,2750
680,165676,1045.75,1121.185,1233.135,1129.824,1911,2157,2752
681,165920,1050.81,1111.214,1238.63,1129.824,1924,2097,2746
682,166164,1053.621,1099.027,1247.423,1129.824,1939,2037,2736
683,166408,1056.995,1081.855,1260.611,1129.275,1956,1977,2718
684,166652,1058.682,1068.006,1273.251,1129.275,1976,1917,2700
685,166896,1059.244,1056.927,1284.241,1129.824,1993,1856,2673
686,167140,1059.244,1049.172,1291.934,1129.824,2013,1797,2647
687,167384,1062.055,1040.863,1296.331,1129.275,2032,1738,2618
688,167628,1070.488,1033.661,1296.331,1129.824,2053,1681,2583
689,167872,1082.857,1029.23,1288.637,1129.824,2074,1626,2548
690,168116,1096.913,1026.46,1277.097,1129.824,2094,1568,2505
691,168360,1110.407,1023.136,1268.305,1130.374,2117,1511,2464
692,168604,1121.089,1019.813,1258.963,1129.275,2139,1453,2424
693,168848,1132.896,1018.705,1252.369,1130.923,2166,1408,2383
694,169092,1145.265,1014.273,1238.081,1128.725,2191,1373,2351
695,169336,1161.57,1013.719,1227.09,1130.374,2208,1334,2297
696,169580,1167.192,1012.611,1222.694,1130.374,2226,1307,2248
697,169824,1173.939,1005.41,1220.496,1129.275,2242,1286,2200
698,170068,1184.059,999.317,1218.298,1130.374,2257,1273,2142
699,170312,1194.179,993.777,1213.352,1129.824,2268,1265,2089
700,170556,1204.862,992.115,1203.461,1129.824,2280,1255,2032
701,170800,1212.171,993.777,1195.218,1129.824,2293,1252,1975
702,171044,1215.544,1000.425,1184.777,1129.824,2305,1254,1920
703,171288,1217.793,1011.504,1172.138,1129.824,2314,1261,1862
704,171532,1222.291,1020.921,1158.4,1129.824,2325,1273,1803
705,171776,1227.913,1025.352,1146.31,1129.275,2336,1283,1744
706,172020,1232.973,1029.23,1138.617,1129.824,2344,1294,1690
707,172264,1239.158,1030.892,1129.824,1129.275,2351,1312,1641
708,172508,1242.531,1034.769,1123.23,1129.824,2353,1335,1592
709,172752,1245.342,1041.417,1113.888,1129.824,2355,1367,1550
710,172996,1255.462,1046.402,1098.501,1129.824,2358,1400,1510
711,173240,1267.832,1049.172,1085.313,1130.374,2355,1434,1478
712,173484,1279.638,1050.28,1071.575,1129.824,2351,1479,1449
713,173728,1288.634,1053.049,1060.035,1130.374,2345,1528,1422
714,173972,1293.132,1058.589,1050.143,1130.374,2338,1578,1397
715,174216,1294.819,1067.452,1041.9,1130.923,2331,1636,1378
716,174460,1288.072,1079.085,1035.306,1130.374,2320,1697,1361
717,174704,1279.076,1094.041,1029.261,1130.374,2310,1763,1344
718,174948,1269.518,1107.89,1025.964,1130.923,2297,1830,1329
719,175192,1262.209,1117.307,1022.667,1130.374,2287,1897,1316
720,175436,1257.711,1126.17,1018.271,1130.374,2274,1954,1305
721,175680,1253.214,1136.141,1013.875,1130.374,2262,2015,1304
722,175924,1249.278,1145.004,1008.379,1130.374,2250,2074,1310
723,176168,1246.467,1157.745,999.037,1130.374,2233,2133,1320
724,176412,1244.218,1173.809,986.398,1130.923,2216,2194,1340
725,176656,1241.969,1187.658,973.21,1130.374,2198,2255,1360
726,176900,1242.531,1198.737,962.219,1130.923,2180,2313,1385
727,177144,1241.407,1207.6,955.075,1130.923,2161,2376,1409
728,177388,1236.909,1215.355,950.679,1130.374,2140,2433,1440
729,177632,1228.475,1222.557,950.679,1130.374,2120,2492,1475
730,177876,1215.544,1226.434,958.922,1129.824,2100,2548,1513
731,178120,1201.488,1229.204,970.462,1129.824,2078,2604,1556
732,178364,1188.557,1231.974,980.903,1129.824,2056,2662,1594
733,178608,1177.875,1234.743,988.596,1129.824,2034,2718,1638
734,178852,1164.943,1236.405,995.74,1128.725,2002,2762,1676
735,179096,1148.076,1240.283,1008.379,1128.725,1964,2789,1699
736,179340,1139.081,1244.714,1022.117,1131.473,1957,2834,1757
737,179584,1132.334,1243.053,1024.865,1129.824,1947,2863,1811
738,179828,1126.149,1249.7,1025.415,1129.824,1932,2882,1861
739,180072,1114.905,1256.347,1028.162,1129.275,1916,2896,1917
740,180316,1103.098,1261.887,1035.856,1129.824,1904,2902,1968
741,180560,1093.54,1264.102,1045.198,1130.374,1891,2912,2029
742,180804,1086.793,1261.887,1052.891,1129.824,1878,2918,2082
743,181048,1083.42,1253.578,1063.332,1129.824,1867,2914,2139
744,181292,1080.609,1243.053,1075.971,1129.275,1856,2904,2200
745,181536,1076.111,1234.743,1089.709,1129.824,1844,2894,2256
746,181780,1071.051,1229.204,1100.7,1129.824,1835,2881,2316
747,182024,1064.866,1226.988,1109.492,1129.824,1828,2869,2368
748,182268,1060.368,1224.772,1116.086,1129.824,1821,2853,2418
749,182512,1056.995,1219.787,1123.23,1129.275,1816,2827,2462
750,182756,1051.935,1213.693,1133.671,1129.275,1816,2798,2505
751,183000,1041.815,1208.708,1147.409,1128.725,1813,2766,2545
752,183244,1029.446,1206.492,1162.246,1128.725,1814,2729,2575
753,183488,1017.076,1204.83,1175.985,1128.725,1819,2682,2604
754,183732,1009.205,1202.615,1185.876,1128.725,1825,2634,2630
755,183976,1004.145,1197.629,1196.317,1128.725,1831,2583,2654
756,184220,1004.145,1188.766,1204.56,1128.725,1837,2525,2677
757,184464,1008.643,1175.471,1211.704,1128.176,1850,2464,2692
758,184708,1018.763,1160.515,1216.649,1128.176,1861,2397,2709
759,184952,1028.883,1147.22,1219.947,1128.176,1873,2329,2725
760,185196,1035.068,1137.803,1224.343,1128.725,1886,2265,2736
761,185440,1040.128,1129.494,1227.09,1128.176,1898,2203,2748
762,185684,1044.626,1119.523,1232.586,1128.725,1909,2145,2747
763,185928,1048.561,1109.552,1238.63,1128.725,1922,2087,2742
764,186172,1050.248,1096.811,1247.972,1127.626,1939,2025,2730
765,186416,1054.184,1080.747,1261.711,1128.176,1958,1965,2712
766,186660,1055.308,1066.344,1274.35,1128.176,1973,1905,2692
767,186904,1055.87,1055.819,1285.34,1128.725,1991,1842,2666
768,187148,1056.433,1048.064,1291.934,1128.176,2010,1783,2638
769,187392,1059.244,1039.755,1295.781,1127.626,2031,1727,2609
770,187636,1069.926,1033.107,1294.682,1128.725,2050,1669,2574
771,187880,1082.295,1028.122,1286.989,1128.725,2073,1613,2537
772,188124,1095.789,1025.906,1274.899,1128.176,2094,1556,2494
773,188368,1109.282,1022.582,1265.557,1128.725,2115,1499,2453
774,188612,1118.278,1019.259,1257.864,1128.176,2137,1443,2413
775,188856,1132.896,1017.043,1249.621,1129.275,2175,1403,2378
776,189100,1146.39,1012.058,1235.883,1127.626,2205,1372,2350
777,189344,1159.883,1012.611,1225.442,1128.725,2221,1334,2297
778,189588,1166.63,1010.95,1221.595,1129.275,2240,1309,2248
779,189832,1176.75,1003.748,1221.046,1129.824,2254,1291,2198
780,190076,1177.875,997.655,1218.848,1127.626,2257,1273,2135
781,190320,1191.368,994.331,1211.704,1128.725,2266,1268,2082
782,190564,1201.488,992.669,1201.263,1128.176,2282,1257,2027
783,190808,1211.046,993.777,1192.47,1128.725,2295,1252,1969
784,191052,1213.857,1002.087,1182.029,1128.725,2306,1254,1914
785,191296,1216.106,1012.611,1168.841,1128.725,2317,1264,1854
786,191540,1218.355,1021.475,1155.652,1128.176,2326,1275,1794
787,191784,1226.226,1026.46,1145.211,1128.725,2337,1286,1736
788,192028,1230.724,1029.23,1136.968,1128.725,2345,1299,1682
789,192272,1236.347,1032,1129.275,1128.725,2351,1315,1635
790,192516,1240.282,1036.431,1121.582,1128.725,2353,1338,1586
791,192760,1244.218,1041.971,1111.69,1128.725,2355,1370,1543
792,193004,1253.776,1046.956,1096.853,1128.725,2358,1404,1505
793,193248,1266.707,1048.618,1082.565,1128.725,2357,1440,1473
794,193492,1279.076,1050.834,1069.377,1129.275,2353,1487,1447
795,193736,1287.51,1054.157,1057.837,1129.275,2347,1536,1421
796,193980,1292.008,1059.143,1047.945,1129.275,2341,1588,1397
797,194224,1293.132,1067.452,1040.801,1129.824,2332,1646,1379
798,194468,1286.385,1081.855,1034.207,1130.374,2324,1710,1361
799,194712,1274.578,1096.257,1027.063,1128.725,2313,1776,1347
800,194956,1266.145,1109.552,1024.316,1129.275,2299,1842,1330
801,195200,1259.398,1119.523,1021.018,1129.275,2287,1908,1317
802,195444,1254.338,1127.832,1017.721,1129.275,2277,1966,1311
803,195688,1248.716,1137.249,1012.775,1129.275,2265,2026,1309
804,195932,1247.591,1146.666,1007.28,1129.824,2249,2086,1313
805,196176,1245.342,1159.407,997.389,1130.374,2233,2145,1329
806,196420,1241.407,1175.471,984.75,1129.824,2217,2206,1345
807,196664,1239.72,1188.766,972.111,1129.824,2200,2266,1366
808,196908,1240.282,1200.399,959.472,1129.824,2181,2325,1395
809,197152,1238.596,1207.6,952.877,1129.275,2164,2388,1419
810,197396,1234.098,1216.463,951.229,1130.374,2144,2446,1453
811,197640,1223.415,1221.449,950.679,1128.176,2124,2504,1486
812,197884,1212.171,1226.988,960.021,1129.275,2103,2561,1526
813,198128,1198.115,1229.758,971.012,1129.275,2082,2619,1568
814,198372,1184.621,1231.42,980.903,1128.725,2060,2678,1608
815,198616,1172.814,1235.297,988.047,1128.176,2035,2730,1651
816,198860,1158.196,1237.513,997.389,1127.077,1996,2771,1682
817,199104,1146.952,1245.268,1012.775,1131.473,1971,2798,1708
818,199348,1132.896,1239.729,1019.919,1127.077,1962,2845,1776
819,199592,1130.647,1244.16,1023.216,1128.725,1946,2868,1820
820,199836,1122.214,1249.7,1023.766,1128.176,1930,2887,1872
821,200080,1110.407,1257.455,1029.811,1128.725,1917,2899,1925
